wave,distance,routes,order_per_wave,robot
431,223,"[[42.25, 10.5], [45.5, 21.0], [45.5, 16.5], [45.5, 15.0], [44.25, 21.0], [26, 22.5], [20.75, 22.5], [22.75, 21.0], [24, 19.5], [24, 13.5], [24, 12.0], [24, 6.0], [22.75, 6.0], (0, 0), [28.0, 12.0], [42.25, 10.5]]",9,R2
432,136,"[[45.5, 22.5], (0, 0), [45.5, 22.5]]",9,R3
433,62,"[(0, 0), [19.5, 12.0], (0, 0)]",9,R4
434,237,"[[20.75, 9.0], [19.5, 21.0], [26, 18.0], [26, 15.0], [28.0, 16.5], [42.25, 15.0], [44.25, 21.0], [47.5, 10.5], [22.75, 10.5], (0, 0), [20.75, 9.0]]",9,R5
435,294,"[[32.5, 15.0], [32.5, 19.5], [31.25, 21.0], [26, 13.5], [22.75, 15.0], [19.5, 21.0], [20.75, 9.0], (0, 0), [35.75, 12.0], [44.25, 10.5], [52.0, 15.0], [41.0, 15.0], [32.5, 15.0]]",9,R6
436,215,"[(0, 0), [22.75, 12.0], [22.75, 15.0], [19.5, 21.0], [41.0, 15.0], [41.0, 13.5], [42.25, 15.0], [45.5, 18.0], [48.75, 12.0], (0, 0)]",9,R7
437,225,"[[20.75, 9.0], [24, 13.5], [24, 21.0], [22.75, 22.5], [32.5, 18.0], [35.75, 21.0], [45.5, 18.0], [48.75, 12.0], [26, 10.5], (0, 0), [20.75, 9.0]]",9,R8
438,224,"[[42.25, 18.0], [42.25, 16.5], [39.0, 12.0], [39.0, 9.0], (0, 0), [20.75, 9.0], [19.5, 21.0], [29.25, 13.5], [52.0, 13.5], [42.25, 18.0]]",9,R9
439,64,"[(0, 0), [26, 6.0], (0, 0)]",9,R10
440,84,"[(0, 0), [29.25, 13.5], (0, 0)]",9,R1
441,226,"[[20.75, 12.0], [20.75, 10.5], [20.75, 9.0], [20.75, 6.0], (0, 0), [22.75, 12.0], [22.75, 13.5], [22.75, 15.0], [41.0, 19.5], [41.0, 15.0], [45.5, 16.5], [47.5, 10.5], [31.25, 12.0], [31.25, 13.5], [20.75, 12.0]]",9,R2
442,64,"[[20.75, 12.0], (0, 0), [20.75, 12.0]]",9,R3
443,68,"[[22.75, 12.0], (0, 0), [22.75, 12.0]]",9,R4
444,62,"[(0, 0), [20.75, 10.5], (0, 0)]",9,R5
445,122,"[(0, 0), [24, 15.0], [32.5, 21.0], [26, 10.5], [26, 6.0], (0, 0)]",9,R6
446,223,"[[29.25, 13.5], [28.0, 18.0], [20.75, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [22.75, 12.0], [45.5, 10.5], [41.0, 21.0], [39.0, 16.5], [29.25, 13.5]]",9,R7
447,197,"[(0, 0), [22.75, 10.5], [24, 18.0], [24, 19.5], [26, 21.0], [26, 15.0], [47.5, 13.5], [41.0, 10.5], (0, 0)]",9,R8
448,244,"[[41.0, 15.0], [37.75, 21.0], [19.5, 15.0], [15.25, 12.0], (0, 0), [20.75, 12.0], [24, 19.5], [24, 12.0], [26, 6.0], [44.25, 10.5], [41.0, 15.0]]",9,R9
449,271,"[[28.0, 12.0], [28.0, 15.0], [28.0, 18.0], [35.75, 13.5], [47.5, 15.0], [39.0, 12.0], [29.25, 6.0], (0, 0), [20.75, 9.0], [19.5, 21.0], [24, 18.0], [26, 15.0], [26, 6.0], [28.0, 12.0]]",9,R10
450,163,"[[32.5, 21.0], [32.5, 16.5], [35.75, 21.0], [31.25, 16.5], [26, 22.5], [22.75, 18.0], [22.75, 13.5], [22.75, 12.0], (0, 0), [20.75, 12.0], [20.75, 21.0], [32.5, 21.0]]",9,R1
451,237,"[[20.75, 6.0], [24, 6.0], [24, 9.0], [24, 19.5], [22.75, 13.5], [45.5, 22.5], [45.5, 15.0], [47.5, 21.0], [47.5, 10.5], [42.25, 10.5], [39.0, 9.0], (0, 0), [20.75, 6.0]]",9,R2
452,231,"[[45.5, 16.5], [47.5, 10.5], [31.25, 6.0], [31.25, 16.5], [24, 19.5], [24, 9.0], [20.75, 9.0], [20.75, 12.0], (0, 0), [22.75, 12.0], [22.75, 13.5], [45.5, 16.5]]",9,R3
453,275,"[(0, 0), [20.75, 9.0], [20.75, 12.0], [22.75, 15.0], [24, 18.0], [24, 21.0], [26, 22.5], [28.0, 15.0], [29.25, 13.5], [37.75, 15.0], [47.5, 21.0], [45.5, 12.0], [44.25, 12.0], (0, 0)]",9,R4
454,72,"[[24, 12.0], (0, 0), [24, 12.0]]",9,R5
455,88,"[(0, 0), [26, 18.0], (0, 0)]",9,R6
456,205,"[[22.75, 10.5], [26, 22.5], [35.75, 16.5], [47.5, 21.0], [44.25, 9.0], [48.75, 6.0], [24, 6.0], (0, 0), [22.75, 10.5]]",9,R7
457,126,"[[19.5, 16.5], [32.5, 18.0], [26, 6.0], (0, 0), [19.5, 16.5]]",9,R8
458,80,"[[19.5, 21.0], (0, 0), [19.5, 21.0]]",9,R9
459,74,"[[24, 13.5], (0, 0), [24, 13.5]]",9,R10
460,195,"[[26, 6.0], (0, 0), [20.75, 9.0], [32.5, 18.0], [34.5, 15.0], [50.75, 12.0], [26, 6.0]]",9,R1
461,115,"[[35.75, 9.0], (0, 0), [24, 13.5], [35.75, 9.0]]",9,R2
462,206,"[(0, 0), [20.75, 6.0], [20.75, 18.0], [20.75, 22.5], [34.5, 15.0], [39.0, 18.0], [52.0, 9.0], [26, 10.5], (0, 0)]",9,R3
463,135,"[[15.25, 6.0], (0, 0), [20.75, 9.0], [41.0, 22.5], [15.25, 6.0]]",9,R4
464,183,"[[47.5, 10.5], [45.5, 16.5], [32.5, 22.5], [15.25, 10.5], (0, 0), [20.75, 9.0], [47.5, 10.5]]",9,R5
465,174,"[[19.5, 21.0], (0, 0), [39.0, 9.0], [45.5, 19.5], [29.25, 13.5], [19.5, 21.0]]",9,R6
466,200,"[[24, 6.0], [20.75, 9.0], (0, 0), [22.75, 13.5], [22.75, 15.0], [19.5, 21.0], [45.5, 22.5], [32.5, 18.0], [31.25, 16.5], [24, 6.0]]",9,R7
467,257,"[[19.5, 21.0], [20.75, 22.5], [22.75, 13.5], [22.75, 18.0], [26, 19.5], [26, 15.0], [35.75, 21.0], [37.75, 21.0], [47.5, 16.5], [44.25, 9.0], [24, 6.0], [20.75, 9.0], (0, 0), [15.25, 10.5], [19.5, 21.0]]",9,R8
468,318,"[[20.75, 9.0], [20.75, 22.5], [19.5, 21.0], [19.5, 18.0], [22.75, 15.0], [26, 18.0], [28.0, 15.0], [42.25, 13.5], [45.5, 22.5], [44.25, 10.5], [41.0, 10.5], [39.0, 9.0], [37.75, 12.0], [24, 10.5], (0, 0), [20.75, 9.0]]",9,R9
469,128,"[[47.5, 16.5], (0, 0), [47.5, 16.5]]",9,R10
470,178,"[[32.5, 18.0], [37.75, 21.0], [41.0, 10.5], [15.25, 6.0], (0, 0), [22.75, 10.5], [19.5, 21.0], [32.5, 18.0]]",9,R1
471,132,"[[26, 13.5], [37.75, 21.0], [20.75, 9.0], (0, 0), [26, 13.5]]",9,R2
472,74,"[(0, 0), [22.75, 15.0], (0, 0)]",9,R3
473,158,"[[44.25, 9.0], [39.0, 19.5], [19.5, 21.0], [20.75, 9.0], (0, 0), [44.25, 9.0]]",9,R4
474,98,"[(0, 0), [35.75, 13.5], (0, 0)]",9,R5
475,208,"[[15.25, 10.5], [19.5, 21.0], [19.5, 19.5], [26, 22.5], [31.25, 16.5], [44.25, 22.5], [39.0, 9.0], [35.75, 9.0], [20.75, 9.0], (0, 0), [15.25, 10.5]]",9,R6
476,246,"[[31.25, 22.5], [26, 19.5], [26, 15.0], [26, 10.5], [22.75, 9.0], [20.75, 9.0], [20.75, 6.0], (0, 0), [19.5, 13.5], [15.25, 21.0], [44.25, 16.5], [52.0, 13.5], [31.25, 22.5]]",9,R7
477,130,"[(0, 0), [45.5, 19.5], (0, 0)]",9,R8
478,206,"[[50.75, 13.5], [41.0, 19.5], [32.5, 18.0], [19.5, 21.0], [20.75, 9.0], (0, 0), [47.5, 10.5], [50.75, 13.5]]",9,R9
479,191,"[[19.5, 21.0], [20.75, 13.5], [20.75, 9.0], (0, 0), [26, 10.5], [26, 15.0], [47.5, 21.0], [45.5, 22.5], [44.25, 22.5], [32.5, 13.5], [19.5, 21.0]]",9,R10
480,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R1
481,298,"[(0, 0), [20.75, 9.0], [20.75, 21.0], [19.5, 21.0], [15.25, 21.0], [22.75, 21.0], [31.25, 21.0], [34.5, 15.0], [35.75, 13.5], [44.25, 22.5], [45.5, 13.5], [48.75, 9.0], [39.0, 9.0], [37.75, 6.0], [32.5, 9.0], (0, 0)]",9,R2
482,311,"[[35.75, 9.0], [31.25, 6.0], [31.25, 16.5], [24, 18.0], [22.75, 21.0], [22.75, 15.0], [19.5, 21.0], [20.75, 9.0], (0, 0), [44.25, 9.0], [48.75, 6.0], [48.75, 9.0], [52.0, 12.0], [45.5, 21.0], [44.25, 21.0], [39.0, 16.5], [35.75, 9.0]]",9,R3
483,252,"[[22.75, 15.0], [19.5, 21.0], [32.5, 19.5], [35.75, 22.5], [45.5, 18.0], [41.0, 22.5], [41.0, 10.5], [42.25, 6.0], [26, 9.0], [24, 10.5], [20.75, 9.0], (0, 0), [22.75, 15.0]]",9,R4
484,260,"[[42.25, 10.5], [42.25, 18.0], [48.75, 22.5], [32.5, 22.5], [32.5, 19.5], [26, 22.5], [24, 15.0], [24, 10.5], [20.75, 9.0], [20.75, 18.0], [19.5, 21.0], [19.5, 18.0], [15.25, 12.0], (0, 0), [52.0, 6.0], [42.25, 10.5]]",9,R5
485,235,"[[52.0, 12.0], [47.5, 10.5], [47.5, 18.0], [26, 22.5], [19.5, 21.0], [20.75, 9.0], (0, 0), [24, 10.5], [24, 9.0], [42.25, 12.0], [52.0, 12.0]]",9,R6
486,218,"[[45.5, 13.5], [45.5, 15.0], [47.5, 21.0], [37.75, 19.5], [37.75, 13.5], [26, 22.5], [22.75, 15.0], [20.75, 13.5], [20.75, 9.0], (0, 0), [32.5, 10.5], [45.5, 13.5]]",9,R7
487,317,"[[22.75, 6.0], [22.75, 16.5], [19.5, 21.0], [15.25, 21.0], [24, 18.0], [28.0, 18.0], [37.75, 16.5], [41.0, 18.0], [44.25, 22.5], [44.25, 13.5], [48.75, 12.0], [47.5, 10.5], [39.0, 12.0], [20.75, 9.0], (0, 0), [22.75, 6.0]]",9,R8
488,324,"[[24, 10.5], [24, 6.0], [26, 10.5], [37.75, 12.0], [44.25, 12.0], [44.25, 16.5], [52.0, 13.5], [42.25, 18.0], [41.0, 18.0], [28.0, 15.0], [22.75, 21.0], [22.75, 15.0], [15.25, 21.0], [20.75, 12.0], (0, 0), [24, 10.5]]",9,R9
489,216,"[[45.5, 15.0], [47.5, 21.0], [44.25, 15.0], [41.0, 15.0], [28.0, 21.0], [20.75, 22.5], [20.75, 9.0], (0, 0), [48.75, 6.0], [45.5, 15.0]]",9,R10
490,248,"[[47.5, 18.0], [45.5, 22.5], [44.25, 15.0], [32.5, 15.0], [32.5, 18.0], [22.75, 15.0], [22.75, 10.5], (0, 0), [20.75, 9.0], [20.75, 16.5], [19.5, 21.0], [28.0, 18.0], [34.5, 15.0], [34.5, 12.0], [47.5, 18.0]]",9,R1
491,248,"[[19.5, 21.0], [26, 22.5], [39.0, 12.0], [41.0, 10.5], [41.0, 15.0], [42.25, 16.5], [48.75, 12.0], [45.5, 10.5], [22.75, 6.0], (0, 0), [19.5, 21.0]]",9,R2
492,277,"[[20.75, 9.0], [20.75, 22.5], [28.0, 18.0], [31.25, 16.5], [34.5, 21.0], [35.75, 21.0], [35.75, 10.5], [41.0, 13.5], [44.25, 16.5], [29.25, 13.5], [26, 9.0], [24, 10.5], (0, 0), [20.75, 9.0]]",9,R3
493,200,"[[42.25, 9.0], [42.25, 12.0], [45.5, 22.5], [22.75, 12.0], [22.75, 15.0], [19.5, 21.0], [20.75, 21.0], [20.75, 9.0], (0, 0), [15.25, 10.5], [42.25, 9.0]]",9,R4
494,101,"[[24, 6.0], [24, 16.5], [24, 18.0], [26, 15.0], (0, 0), [24, 6.0]]",9,R5
495,272,"[[26, 19.5], [24, 13.5], [19.5, 21.0], [20.75, 9.0], (0, 0), [35.75, 10.5], [35.75, 12.0], [41.0, 15.0], [42.25, 18.0], [45.5, 13.5], [44.25, 19.5], [34.5, 13.5], [26, 19.5]]",9,R6
496,232,"[[32.5, 12.0], [29.25, 6.0], [20.75, 6.0], [20.75, 9.0], (0, 0), [24, 13.5], [24, 15.0], [19.5, 21.0], [41.0, 15.0], [47.5, 10.5], [32.5, 12.0]]",9,R7
497,211,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [24, 19.5], [24, 16.5], [41.0, 15.0], [47.5, 10.5], [29.25, 10.5], (0, 0)]",9,R8
498,90,"[[19.5, 21.0], [20.75, 6.0], (0, 0), [19.5, 21.0]]",9,R9
499,120,"[(0, 0), [44.25, 16.5], (0, 0)]",9,R10
500,259,"[[24, 9.0], [24, 10.5], [24, 13.5], [19.5, 21.0], [22.75, 13.5], [26, 22.5], [26, 10.5], [34.5, 9.0], [34.5, 12.0], [34.5, 15.0], [34.5, 16.5], [44.25, 22.5], [44.25, 16.5], [41.0, 12.0], [37.75, 9.0], (0, 0), [24, 9.0]]",9,R1
501,267,"[(0, 0), [20.75, 9.0], [20.75, 15.0], [20.75, 22.5], [19.5, 21.0], [19.5, 19.5], [32.5, 19.5], [34.5, 16.5], [37.75, 21.0], [41.0, 15.0], [45.5, 10.5], [47.5, 10.5], [24, 6.0], [22.75, 12.0], (0, 0)]",9,R2
502,230,"[[44.25, 12.0], [41.0, 22.5], [32.5, 22.5], [32.5, 16.5], [24, 13.5], [22.75, 21.0], [19.5, 21.0], [20.75, 16.5], [20.75, 9.0], (0, 0), [52.0, 9.0], [44.25, 12.0]]",9,R3
503,187,"[[19.5, 16.5], [15.25, 21.0], [22.75, 15.0], [22.75, 10.5], [20.75, 9.0], (0, 0), [24, 12.0], [24, 18.0], [34.5, 18.0], [19.5, 16.5]]",9,R4
504,277,"[[22.75, 6.0], (0, 0), [20.75, 9.0], [19.5, 21.0], [15.25, 21.0], [24, 19.5], [28.0, 15.0], [34.5, 13.5], [35.75, 22.5], [44.25, 16.5], [50.75, 9.0], [52.0, 6.0], [22.75, 6.0]]",9,R5
505,90,"[[20.75, 9.0], [19.5, 21.0], (0, 0), [20.75, 9.0]]",9,R6
506,192,"[(0, 0), [20.75, 6.0], [24, 6.0], [24, 9.0], [24, 18.0], [24, 19.5], [22.75, 21.0], [19.5, 21.0], [45.5, 19.5], [45.5, 12.0], [32.5, 9.0], (0, 0)]",9,R7
507,132,"[(0, 0), [44.25, 22.5], (0, 0)]",9,R8
508,136,"[[45.5, 22.5], (0, 0), [45.5, 22.5]]",9,R9
509,237,"[[41.0, 13.5], [31.25, 9.0], [31.25, 18.0], [19.5, 21.0], [19.5, 18.0], [22.75, 13.5], [20.75, 9.0], (0, 0), [52.0, 10.5], [41.0, 13.5]]",9,R10
510,62,"[(0, 0), [20.75, 10.5], (0, 0)]",9,R1
511,203,"[(0, 0), [20.75, 12.0], [19.5, 21.0], [32.5, 22.5], [35.75, 19.5], [37.75, 13.5], [41.0, 13.5], [44.25, 9.0], (0, 0)]",9,R2
512,246,"[[19.5, 18.0], [19.5, 21.0], [22.75, 15.0], [26, 22.5], [35.75, 18.0], [41.0, 19.5], [41.0, 15.0], [41.0, 22.5], [45.5, 18.0], [45.5, 22.5], [42.25, 9.0], [39.0, 10.5], [20.75, 9.0], (0, 0), [19.5, 6.0], [19.5, 18.0]]",9,R3
513,311,"[[22.75, 6.0], (0, 0), [15.25, 6.0], [19.5, 21.0], [24, 22.5], [26, 22.5], [28.0, 15.0], [32.5, 18.0], [35.75, 13.5], [41.0, 15.0], [44.25, 9.0], [52.0, 10.5], [47.5, 9.0], [39.0, 9.0], [22.75, 6.0]]",9,R4
514,168,"[(0, 0), [15.25, 6.0], [15.25, 21.0], [19.5, 18.0], [19.5, 21.0], [24, 15.0], [34.5, 15.0], [20.75, 9.0], (0, 0)]",9,R5
515,202,"[[22.75, 13.5], [19.5, 21.0], [20.75, 13.5], [20.75, 9.0], (0, 0), [15.25, 10.5], [50.75, 13.5], [22.75, 13.5]]",9,R6
516,110,"[[24, 13.5], [22.75, 18.0], [15.25, 10.5], (0, 0), [24, 13.5]]",9,R7
517,96,"[[26, 22.5], (0, 0), [26, 22.5]]",9,R8
518,94,"[[31.25, 16.5], (0, 0), [31.25, 16.5]]",9,R9
519,56,"[[22.75, 6.0], (0, 0), [22.75, 6.0]]",9,R10
520,62,"[(0, 0), [20.75, 10.5], (0, 0)]",9,R1
521,68,"[(0, 0), [22.75, 12.0], (0, 0)]",9,R2
522,86,"[[22.75, 21.0], (0, 0), [22.75, 21.0]]",9,R3
523,289,"[[41.0, 10.5], [41.0, 18.0], [48.75, 21.0], [50.75, 9.0], [34.5, 9.0], [24, 10.5], [20.75, 9.0], (0, 0), [15.25, 10.5], [19.5, 21.0], [22.75, 15.0], [26, 10.5], [41.0, 10.5]]",9,R4
524,262,"[(0, 0), [19.5, 21.0], [22.75, 18.0], [22.75, 21.0], [24, 21.0], [26, 22.5], [28.0, 15.0], [32.5, 18.0], [42.25, 18.0], [45.5, 15.0], [45.5, 10.5], [35.75, 9.0], [29.25, 10.5], [26, 6.0], (0, 0)]",9,R5
525,102,"[[42.25, 9.0], (0, 0), [42.25, 9.0]]",9,R6
526,66,"[(0, 0), [22.75, 10.5], (0, 0)]",9,R7
527,248,"[[32.5, 6.0], [32.5, 18.0], [35.75, 19.5], [35.75, 21.0], [45.5, 22.5], [44.25, 22.5], [44.25, 10.5], [39.0, 15.0], [34.5, 15.0], [22.75, 15.0], [19.5, 21.0], [15.25, 10.5], [15.25, 6.0], (0, 0), [32.5, 6.0]]",9,R8
528,127,"[(0, 0), [22.75, 13.5], [32.5, 18.0], [20.75, 9.0], (0, 0)]",9,R9
529,132,"[[44.25, 22.5], (0, 0), [44.25, 22.5]]",9,R10
530,97,"[[19.5, 21.0], [24, 13.5], (0, 0), [19.5, 21.0]]",9,R1
531,186,"[[31.25, 16.5], [26, 22.5], [26, 10.5], (0, 0), [15.25, 6.0], [19.5, 21.0], [24, 18.0], [44.25, 19.5], [31.25, 16.5]]",9,R2
532,180,"[(0, 0), [20.75, 9.0], [26, 10.5], [26, 21.0], [44.25, 10.5], [48.75, 9.0], (0, 0)]",9,R3
533,250,"[[22.75, 15.0], [19.5, 21.0], [26, 22.5], [28.0, 15.0], [31.25, 16.5], [34.5, 15.0], [47.5, 13.5], [45.5, 10.5], [32.5, 6.0], (0, 0), [22.75, 15.0]]",9,R4
534,232,"[(0, 0), [22.75, 6.0], [22.75, 10.5], [22.75, 15.0], [19.5, 21.0], [26, 22.5], [39.0, 18.0], [45.5, 22.5], [44.25, 12.0], [47.5, 9.0], [47.5, 10.5], [29.25, 6.0], [28.0, 9.0], (0, 0)]",9,R5
535,131,"[[41.0, 21.0], [19.5, 21.0], (0, 0), [41.0, 21.0]]",9,R6
536,194,"[[47.5, 12.0], [41.0, 18.0], [41.0, 13.5], [32.5, 19.5], [32.5, 22.5], [26, 19.5], [20.75, 21.0], [19.5, 9.0], (0, 0), [47.5, 12.0]]",9,R7
537,198,"[[20.75, 9.0], [20.75, 10.5], [20.75, 21.0], [44.25, 15.0], [44.25, 21.0], [45.5, 22.5], [47.5, 13.5], [47.5, 10.5], [24, 10.5], [22.75, 6.0], (0, 0), [20.75, 9.0]]",9,R8
538,278,"[(0, 0), [20.75, 9.0], [24, 12.0], [26, 13.5], [28.0, 18.0], [32.5, 21.0], [34.5, 15.0], [41.0, 15.0], [47.5, 19.5], [31.25, 12.0], [22.75, 12.0], (0, 0)]",9,R9
539,232,"[[41.0, 10.5], [42.25, 18.0], [28.0, 13.5], [26, 22.5], [26, 15.0], [22.75, 13.5], [15.25, 10.5], (0, 0), [34.5, 12.0], [41.0, 10.5]]",9,R10
540,176,"[[28.0, 16.5], [24, 21.0], [24, 9.0], (0, 0), [22.75, 15.0], [45.5, 15.0], [28.0, 16.5]]",9,R1
541,213,"[[41.0, 15.0], [41.0, 19.5], [35.75, 19.5], [34.5, 16.5], [31.25, 16.5], [28.0, 16.5], [26, 19.5], [24, 19.5], [20.75, 9.0], (0, 0), [41.0, 15.0]]",9,R2
542,197,"[[22.75, 21.0], [22.75, 18.0], [24, 16.5], [24, 21.0], [26, 22.5], [32.5, 18.0], [39.0, 9.0], [31.25, 6.0], [20.75, 6.0], (0, 0), [15.25, 21.0], [22.75, 21.0]]",9,R3
543,231,"[[39.0, 9.0], [41.0, 10.5], [45.5, 13.5], [47.5, 21.0], [48.75, 13.5], [26, 16.5], [24, 13.5], (0, 0), [39.0, 9.0]]",9,R4
544,210,"[[22.75, 6.0], [24, 6.0], [24, 13.5], [24, 16.5], [19.5, 19.5], [15.25, 21.0], [47.5, 21.0], [41.0, 13.5], [31.25, 6.0], (0, 0), [22.75, 6.0]]",9,R5
545,258,"[[42.25, 13.5], [41.0, 15.0], [41.0, 18.0], [26, 22.5], [20.75, 22.5], [22.75, 15.0], [24, 13.5], (0, 0), [34.5, 12.0], [37.75, 6.0], [50.75, 9.0], [42.25, 13.5]]",9,R6
546,213,"[(0, 0), [24, 10.5], [24, 12.0], [20.75, 16.5], [26, 15.0], [28.0, 18.0], [41.0, 15.0], [41.0, 10.5], [44.25, 10.5], (0, 0)]",9,R7
547,146,"[(0, 0), [47.5, 22.5], [48.75, 6.0], (0, 0)]",9,R8
548,204,"[[24, 13.5], [22.75, 21.0], [20.75, 16.5], [20.75, 9.0], (0, 0), [48.75, 9.0], [41.0, 13.5], [41.0, 16.5], [39.0, 19.5], [24, 13.5]]",9,R9
549,241,"[[20.75, 10.5], [41.0, 10.5], [41.0, 15.0], [44.25, 21.0], [44.25, 12.0], [47.5, 22.5], [42.25, 15.0], [35.75, 21.0], [26, 22.5], [26, 9.0], [22.75, 10.5], (0, 0), [20.75, 10.5]]",9,R10
550,266,"[[24, 10.5], [24, 16.5], [19.5, 16.5], [20.75, 22.5], [20.75, 9.0], (0, 0), [22.75, 13.5], [28.0, 18.0], [35.75, 21.0], [44.25, 21.0], [47.5, 21.0], [45.5, 12.0], [32.5, 9.0], [24, 10.5]]",9,R1
551,250,"[[20.75, 18.0], [20.75, 9.0], (0, 0), [28.0, 6.0], [28.0, 15.0], [28.0, 21.0], [32.5, 21.0], [45.5, 15.0], [41.0, 16.5], [41.0, 10.5], [42.25, 9.0], [34.5, 9.0], [22.75, 18.0], [20.75, 18.0]]",9,R2
552,276,"[[37.75, 21.0], [35.75, 19.5], [34.5, 18.0], [29.25, 13.5], [26, 22.5], [22.75, 19.5], [24, 13.5], [24, 9.0], [20.75, 9.0], (0, 0), [52.0, 9.0], [47.5, 10.5], [41.0, 16.5], [37.75, 21.0]]",9,R3
553,258,"[[41.0, 13.5], [41.0, 15.0], [32.5, 18.0], [31.25, 16.5], [22.75, 21.0], [15.25, 21.0], [20.75, 12.0], (0, 0), [24, 6.0], [26, 6.0], [26, 13.5], [52.0, 6.0], [41.0, 13.5]]",9,R4
554,201,"[[24, 21.0], [26, 22.5], [37.75, 21.0], [42.25, 16.5], [45.5, 13.5], [39.0, 10.5], [26, 6.0], (0, 0), [24, 9.0], [24, 10.5], [24, 21.0]]",9,R5
555,218,"[(0, 0), [28.0, 9.0], [32.5, 6.0], [48.75, 10.5], [52.0, 6.0], [31.25, 12.0], [26, 22.5], [24, 12.0], (0, 0)]",9,R6
